KATEGORIA,TREŚĆ PYTANIA,PIERWSZA,DRUGA,TRZECIA,CZWARTA,NAZWISKO AUTORA PYTANIA,IMIĘ AUTORA PYTANIA,,,,,,,,,,,,,,,,,,,CZWARTA ODPOWIEDŹ (NIEPRAWIDŁOWA)
500,"Legendarny samolot myśliwski P-51 Mustang, był produkcji:",amerykańskiej,brytyjskiej,francuskiej,izraelskiej,Gaudynek,Bartosz,,,,,,,,,,,,,,,,,,,
5000,Który rozbiór Polski poprzedzała konfederacja targowicka?,drugi,trzeci,pierwszy,żaden,Gaudynek,Bartosz,,,,,,,,,,,,,,,,,,,
10000,Owczarek holenderski nie jest mieszanką której z ras psów?,owczarek francuski,owczarek niemiecki,owczarek belgijski,jest mieszanką wszystkicg trzech ras,Gaudynek,Bartosz,,,,,,,,,,,,,,,,,,,
100,Jakiego nakrycia głowy nie noszą Kozacy?,papacha,turbanu,furażki,kubanki,Shabazov,Oleksii,,,,,,,,,,,,,,,,,,,
200,Jak poruszają się biathloniści?,jeżdzą na nartach,jeżdzą na sankach,jeżdzą na snowboardach,jeżdzą na koniu,Shabazov,Oleksii,,,,,,,,,,,,,,,,,,,
500,Jak nazywa się warunkowa linia pozioma odcinka powierzchni ziemi?,szerokość,iluzja,mediana,równik,Shabazov,Oleksii,,,,,,,,,,,,,,,,,,,
1000,Która z tych części świata nie należy do 'Starego Świata'?,Australia,Europa,Azja,Antarktyda,Shabazov,Oleksii,,,,,,,,,,,,,,,,,,,
5000,"Jakie polecenie wydaje obserwator, gdy pojawia się wrogi samolot?",powietrze!!!,słońce!!!,niebo!!!,leci!!!,Shabazov,Oleksii,,,,,,,,,,,,,,,,,,,
10000,"Jakie zwierzę ma zęby trzonowe, które mogą zmienić się 6 razy w ciągu życia?",słoń,niedźwiedź,bizon,rekin,Shabazov,Oleksii,,,,,,,,,,,,,,,,,,,
50000,Jak nazywa się najgłębszy punkt na powierzchni ziemi?,Głębia Challengera,Głębokość Triestu,Punkt Camerona,Punkt Anubisa,Shabazov,Oleksii,,,,,,,,,,,,,,,,,,,
100,Ile trwa kadencja prezydenta Rzeczypospolitej Polskiej?,5 lat,6 lat,4 lata,7 lat,Michalska,Małgorzata,,,,,,,,,,,,,,,,,,,
200,Obecny okres w Japonii nosi nazwę:,Reiwa,Heisei,Shōwa,Taishō,Michalska,Małgorzata,,,,,,,,,,,,,,,,,,,
500,Wojna futbolowa to konflikt miedzy:,Salwadorem a Hondurasem,Hiszpanią a Anglią,Egiptem a Arabią Saudyjską,Portugalią a Włochami,Michalska,Małgorzata,,,,,,,,,,,,,,,,,,,
1000,Gdzie znajduje się siedziba NATO:,w Brukselii,w Waszyngtonie,w Londynie,w Tokio,Michalska,Małgorzata,,,,,,,,,,,,,,,,,,,
50000,Konstytucja Rzeczypospolitej Polskiej składa się z:,preambuły i 13 rozdziałów obejmujących 243 artykuły,15 rozdziałów obejmujących 256 artykuły,preambuły i 26 rozdziałów obejmujących 248 artykuły,12 rozdziałów obejmujących 123 artykuły,Michalska,Małgorzata,,,,,,,,,,,,,,,,,,,
100,Ile trwała wojna stuletnia?,12 lat,58 lat,116 lat,2 lata,Jarosiński,Łukasz,,,,,,,,,,,,,,,,,,,
200,Ile trwa jeden kwartał?,3 miesiące,5 miesięcy,2 miesiące,6 miesięcy,Jarosiński,Łukasz,,,,,,,,,,,,,,,,,,,
5000,Kto został królem Anglii po bitwie pod Hastings?,Wilhelm Zdobywca,Henryk Zdobywca,Karol I,Henryk VII,Jarosiński,Łukasz,,,,,,,,,,,,,,,,,,,
10000,Panczeniści do uprawiania swojego sportu potrzebują?,łyżew,karabimku,liny,tyczki,Jarosiński,Łukasz,,,,,,,,,,,,,,,,,,,
50000,Który polski król był teściem króla Francji?,Stanisław August Poniatowski,Kazimierz Wielki,Stanisław Leszczyński,Jan Olbracht,Jarosiński,Łukasz,,,,,,,,,,,,,,,,,,,
100,Które miasto ma w herbie syrenkę - mityczną pół kobietę pół rybę?,Warszawa,Gdynia,Kraków,Wrocław,Dominikowski,Kamil,,,,,,,,,,,,,,,,,,,
500,Jaki ułamek występuje we wzorze na objętość kuli?,cztery trzecie,trzy czwarte,jedna druga,jedna trzecia,Dominikowski,Kamil,,,,,,,,,,,,,,,,,,,
1000,Ile państw należy obecnie do Unii Europejskiej (stan na 30 października 2022)?,27,28,29,26,Dominikowski,Kamil,,,,,,,,,,,,,,,,,,,
5000,Ilu posłów zasiada w polskim Sejmie?,460,450,440,100,Dominikowski,Kamil,,,,,,,,,,,,,,,,,,,
10000,Jaki jest minimalny wymagany wiek kandydata na prezydenta RP?,35 lat,18 lat,30 lat,50 lat,Dominikowski,Kamil,,,,,,,,,,,,,,,,,,,
50000,Które państwo nie jest członkiem OPEC?,Sudan,Wenezuela,Iran,Angola,Dominikowski,Kamil,,,,,,,,,,,,,,,,,,,
100,"Który król Polski zastał Polskę drewnianą,a zostawił murowaną?",Kazimierz Wielki,Władysław Jagiełło,Otton II,Kazimierz Jagiellończyk,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
500,Czyją córka wg mitologii nordyckiej była Hela?,Lokiego,Thora,Zeusa,Świętowida,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
1000,Ile państw wchodzi w skład NATO  (stan na 30 października 2022)?,30,45,20,35,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
5000,W którym roku została założona Europejska Wspólnota Węgla i Stali ?,1952,1965,1960,1950,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
10000,Ile razy Adam Małysz zdobył Puchar Świata w skokach narciarskich?,4,7,2,5,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
50000,Ile osób było na pokładzie Titanica w chwili jego zatonięcia?,ok. 2200,ok. 3000,ok. 1500,ok. 4000,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
500,Ile gwiazdek Michelin zdobył Gordon Ramsay?,15,6,16,3,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
1000,Ile obrazów namalował Leonardo Da Vinci?,15,5,8,20,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
5000,Jaki kryptonim nosił amerykańskiprojekt budowy bomby atomowej?,Projekt Manhatan,Projekt New York,Projekt Iowa,Projekt Phoenix,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
10000,Który władca Wielkiej Brytanii panował najdlużej?,Elżbieta II,Karol III,Rysard Lwie Serce,Napoleon Bonaparte,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
50000,Jakie było prawdziwe imię Bruce'a Lee?,Jun-Fan Lee,Yip Man,Cho fan Cho,Chow Yun Fat,Klimkiewicz,Przemysław,,,,,,,,,,,,,,,,,,,
100,W którym roku został założony RTS Widzew?,1910,1912,1907,1913,Nawrocki,Jakub,,,,,,,,,,,,,,,,,,,
200,Z jakiej dyscypliny sportowej zasłynęła Anna Lewandowska - żona Roberta?,katare,sumo,MMA,kalistenika,Nawrocki,Jakub,,,,,,,,,,,,,,,,,,,
500,Jaka marka samochodu trafiła jako pierwsza do masowej produkcji?,Ford,Volkswagen,Toyota,Cadillac,Nawrocki,Jakub,,,,,,,,,,,,,,,,,,,
1000,Który skoczek narciarski wygrał 68. Turniej Czterech Skoczni w sezonie 2019/2020?,Dawid Kubacki,Kamil Stoch,Piotr Żyła,Adam Małysz,Nawrocki,Jakub,,,,,,,,,,,,,,,,,,,
5000,Która reprezentacja wygrała Mistrzostwa Świata w piłce nożnej w 2010 roku organizowane w RPA?,Hiszpania,Niemcy,Urugwaj,Holandia,Nawrocki,Jakub,,,,,,,,,,,,,,,,,,,
50000,Kto został mistrzem świata w Formule 1 w 2018 roku?,Lewis Hamilton,Sebastian Vettel,Max Verstappen,Fernando Alonso,Nawrocki,Jakub,,,,,,,,,,,,,,,,,,,
200,Jak nazywa się kontynent na którym toczy się trylogia filmów 'Władca pierścieni'?,Śródziemie ,Mordor,Tamriel,Valinor,Krysiak,Maciej,,,,,,,,,,,,,,,,,,,
500,Jak nazwywał się protagonista w grze 'Mass Effect',Shepard,Taylor,Anderson,Joker,Krysiak,Maciej,,,,,,,,,,,,,,,,,,,
1000,Do którego greckiego boga przypisany jest atrybut orła ?,Zeusa,Posejdona ,Hadesa,Ateny,Krysiak,Maciej,,,,,,,,,,,,,,,,,,,
5000,Któego dnia odbyło się lądowanie Aliantów w Normandi ?,6 czerwca 1944,15 lipca 1944,1 maj 1944,10 czerwca 1944,Krysiak,Maciej,,,,,,,,,,,,,,,,,,,
10000,Do jakiego gatunku drzew zaliczało się 'Drzewo Świata' Yggdrasil,jesion,buk,dąb,lipa,Krysiak,Maciej,,,,,,,,,,,,,,,,,,,
50000,Od jakiej substancji był uzależniony Herman Göring?,od morfiny,od fentanylu,od aspiryny,od nikotyny,Krysiak,Maciej,,,,,,,,,,,,,,,,,,,
200,Któa reprezentacja wygrała Mistrzostwa Świata w siatkówce mężczyan w 2022 roku?,Włochy,Polska,Brazylia,USA,Kuśmierek,Kacper,,,,,,,,,,,,,,,,,,,
500,"Która cyfra jest uważana za pechową w takich krajach, jak Japonia, Wietnam, czy Chiny? ",czwórka,trójka,piątka,dwójka,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
1000,Który z podanych grzybów posiada tzw 'blaszki'?,kurka,podgrzybek,prawdziwek,maślak,Kuśmierek,Kacper,,,,,,,,,,,,,,,,,,,
5000,Podaj prawidłowy wzór opisujący prawo Ohma,U= I*R,V= S/t,P= W/t,Ek= m*v^2/2,Kuśmierek,Kacper,,,,,,,,,,,,,,,,,,,
10000,Ile litrów czystego alkoholu statystycznie wypija Polak w ciągu roku?,12 l,5 l,25 l,42 l,Kuśmierek,Kacper,,,,,,,,,,,,,,,,,,,
50000,W jakim jraju urodził się Miś Paddington - stworzony przez angielskiego pisarza Michaela Bonda?,w Peru,w USA,w Indiach,w Anglii,Miś,Daniel,,,,,,,,,,,,,,,,,,,
200,Które z wymienionychzwierząt jest rybą?,zając morski,zając,świnia,antylopa,Miś,Daniel,,,,,,,,,,,,,,,,,,,
10000,Czym charakteryzuje się - niezależnie od pory roku - gronostaj europejski?,ma czarną końcówkę ogona,jest czarny,jest cały biały,ma białą końcówkę ogona,Miś,Daniel,,,,,,,,,,,,,,,,,,,
50000,Czym się zajmuje petrologia?,skałami,paliwem,ssakami,roślinami,Miś,Daniel,,,,,,,,,,,,,,,,,,,
100,"Dokończ tytuł słynnego westernu : ""Dobry, zły i...""",brzydki,martwy,głupi,zakręcony,Knap,Bartłomiej,,,,,,,,,,,,,,,,,,,
200,Na jakie półkule równik dzieli kulę ziemską?,północną i południową,południową i zachodnią,wschodnią i zachodnią,północną i wschodnią,Knap,Bartłomiej,,,,,,,,,,,,,,,,,,,
500,"Co jest jednym z motywów filmu ""Aż poleje się krew""?",ropa,złoto,diamenty,krew,Knap,Bartłomiej,,,,,,,,,,,,,,,,,,,
1000,Skąd pochodził Niki Lauda - słynny kierowca F1?,z Austrii,z Polski,z Holandii,z Niemiec,Knap,Bartłomiej,,,,,,,,,,,,,,,,,,,
5000,"Jaką pozycję w mennicy miał Arturo Román przed napadem w serialu ""Dom z papieru""?",był dyrektorem,był kierownikiem działu banknotów,był kasjerem,był doradcą,Knap,Bartłomiej,,,,,,,,,,,,,,,,,,,
10000,"W którym roku oficjalną premierę miała gra ""League of Legends""?",2009,2007,2005,2000,Knap,Bartłomiej,,,,,,,,,,,,,,,,,,,
50000,"Co według Leszka Kołakowskiego jest sklepieniem domu, w którym duch ludzki mieszka?",czas,miłość,Bóg,Rozum,Knap,Bartłomiej,,,,,,,,,,,,,,,,,,,
200,Jaki jest największy kontynent na Ziemi?,Azja,Ameryka Północna ,Ameryka Południowa,Afryka,Morek,Andrzej,,,,,,,,,,,,,,,,,,,
1000,W jakim państwie urodził się Adolf Hitler?,w Austrii,w Niemczech,w Szwajcarii,w Liechtensteinie,Morek,Andrzej,,,,,,,,,,,,,,,,,,,
5000,Ile gwiazdek jest na fladze Stanów Zjednoczonych?,50,30,20,100,Morek,Andrzej,,,,,,,,,,,,,,,,,,,
50000,Po jakim czasie od momentu uderzenia w górę lodową zatonął słynny statek Titanic?,po 2.5h,po 2h,po 3h,po 4h,Morek,Andrzej,,,,,,,,,,,,,,,,,,,
100,Najczęściej występujący owoc w Polsce to,jabłko,truskawka,czereśnia ,śliwka,Cylke,Piotr,,,,,,,,,,,,,,,,,,,
200,W którym roku wybuchło Powstanie łódzkie - znane również jako Powstanie czerwcowe?,1905,1914,1945,1950,Mikołajczyk ,Jakub,,,,,,,,,,,,,,,,,,,
500,W jakim mieście zgubił się 'Kevin' - bohater znanej komedii familijnej?,w Nowym Jorku,w Nowym Meksyku,w Waszyngtonie,w Nowym Orleanie,Cylke,Piotr,,,,,,,,,,,,,,,,,,,
5000,"Jak nazywa się nakrycie głowy, które noszą kobiety wyznające islam?",hidżab,qubea,shal,washah,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
10000,Jak nazywa się naczynie do ubijania śmietany na masło?,kierznia,mcha,ubijak,galicja,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
100,Jak ma na imię główny bohater gry Cyberpunk 2077?,V,C ,X,Q,Piasecki,Konrad,,,,,,,,,,,,,,,,,,,
5000,Asterix i Obelix to seria komiksów stworzona przez?,Rene Goscinnego,Walta Disneya,Williama Van Hoorna,Papcia Chmiela,Piasecki,Konrad,,,,,,,,,,,,,,,,,,,
50000,Bóg wojny według mitologii greckiej to?,Ares,Kratos,Zeus,Mars,Piasecki,Konrad,,,,,,,,,,,,,,,,,,,
500,Jaki kolor ma język żyrafy?,czarny,zielony,żółty,czerwony,Jędrzejczak,Jakub,,,,,,,,,,,,,,,,,,,
1000,"Likier maraskino produkuje się z maraski, czyli odmiany:",wiśni,jabłoni,figi,gruszy,Jędrzejczak,Jakub,,,,,,,,,,,,,,,,,,,
5000,Walutą jakiego kraju jest real?,Brazylii,Kolumbii,Meksyku,Argentyny,Jędrzejczak,Jakub,,,,,,,,,,,,,,,,,,,
10000,"Kto jest mistrzem tego samego oręża, w jakim specjalizowała się mitologiczna Artemida?",Legolas,Zorro,Don Kichot,Longinus Podbipięta,Jędrzejczak,Jakub,,,,,,,,,,,,,,,,,,,
50000,Kogo mowa  - w obronie poety Archiasza - jest uznawana za jeden z najświetniejszych popisów retorycznych?,Cycerona,Izokratesa,Demostenesa,Kwintyliana,Jędrzejczak,Jakub,,,,,,,,,,,,,,,,,,,
100,Przedstawicielem jakiego gatunku gier komputerowych jest gra World of Warcraft?,MMORPG,cRPG,Hack and Slash,RTS,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
200,W którym z filmów z serii Gwiezdne Wojny nie zagrał Harisson Ford?,Mroczne Widmo,Przebudzenie Mocy,Nowa Nadzieja,Imperium Kontratakuje,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
500,Kto był pierwszym polakiem w koszykarskiej lidze NBA?,Cezary Trybański,Marcin Gortat,Maciej Lampe,Jeremy Sochan,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
1000,W którym sezonie klub piłkarski Arsenal zakończył rozgrywki ligowe nie przegrywając ani jednego meczu?,2003/2004,2002/2003,1978/1989,2014/2015,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
5000,Na jakim silniku stworzona została gra Wiedźmin z 2007 roku?,Aurora Engine,Unreal Engine ,Red Engine,Unity,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
10000,Z jakiego miasta wywodzi się Drizzt Do'Urden - główny bohater Sagi Mrocznego Elfa autorstwa R.A. Salvatore?,Menzoberranzan,Wrota Baldura,Luskan,Ched Nasad,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
50000,Jaka jest najniższa temperatura zanotowana dotychczas na Ziemi?,-111 stopni Celsjusza,"-68,6 stopnia Celsjusza","-89,2 stopnia Celsjusza",-98 stopni Celsjusza,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
200,W której erze Gandalf przybył do śródziemia?,trzeciej,drugiej,czwartej,piątej,Cylke,Piotr,,,,,,,,,,,,,,,,,,,
500,Jakie studio jest odpowiedzialne za grę Rayman z 1995 r?,Ubisoft,EA,Amiga,Sega,Cylke,Piotr,,,,,,,,,,,,,,,,,,,
1000,Których modeli czołgów użyto najwięcej podczas II Wojny Światowej? ,T-34,M4 Sherman,M5 Stuart,Pantera,Cylke,Piotr,,,,,,,,,,,,,,,,,,,
5000,Ile królestw liczy 'Gra o tron'?,7,8,5,6,Cylke,Piotr,,,,,,,,,,,,,,,,,,,
10000,Ile jest przesłanek Uni Europejskiej?,4,5,3,6,Cylke,Piotr,,,,,,,,,,,,,,,,,,,
50000,Podaj dokładną datę wysłania pierwszego sztucznego satelety Ziemi w kosmos,4 października 1957,5 października 1957,4 pażdziernika 1958,5 października 1958,Cylke,Piotr,,,,,,,,,,,,,,,,,,,
100,Jakie rozszerzenie może mieć plik będący spakowanym archiwum?,.rar,.pdf,.svg,.docx,Czyżewski,Paweł,,,,,,,,,,,,,,,,,,,
200,Kto jest twórcą systemu Linux?,Linus Torvalds,Steve Wozniak,Niklaus Wirth,Thomas Kurtz,Czyżewski,Paweł,,,,,,,,,,,,,,,,,,,
500,Jaki symbol chemiczny ma tytan?,Ti,Tg,Ty,Tv,Czyżewski,Paweł,,,,,,,,,,,,,,,,,,,
1000,Kto nie należy do klubu 27?,Mick Jagger,Jim Morisson,Amy Winehouse,Kurt Cobain,Czyżewski,Paweł,,,,,,,,,,,,,,,,,,,
5000,W którym kraju urodził się Elon Musk?,w Republice Południowej Afryki,w Kanadzie,w Stanch Zjednoczonych,w Kolumbiii,Czyżewski,Paweł,,,,,,,,,,,,,,,,,,,
50000,Popularny myszojeleń to: ,kanczyl srebrnogrzbiety,góralek skalny,leniwiec dwupalczasty,wydra europejska,Czyżewski,Paweł,,,,,,,,,,,,,,,,,,,
100,Która firma nie zajmuje się produkowaniem podzespołów komputerowych?,Bosch,Asus,MSI,Corsair,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
200,Który z filmów należy do uniwersum Predatora?,Prey,Wyprawa do Dżungli,Zaginione Miasto,Prometeusz,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
500,Ile liter jest w alfabecie polskim?,32,35,26,23,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
1000,Z jakim numerem na koszulce nigdy nie występował Michael Jordan?,32,23,12,45,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
5000,Jak nazywała się najpotężniejsza dotychczas zdetonowana bomba atomowa?,Car-bomba,Little Boy,Castle Bravo,Ivy Mike,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
10000,Który telefon komórkowy był pierwszym wyposażonym w dwa aparaty fotograficzne?,Samsung SCH-B710,Sharp J-SH04,Kyocera VP-210,Sony Ericsson K800i,Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
50000,Ile jednostek w skali Scoville'a posiada najostrzejsza papryczka świata?,"1,57 mln SKU","1,38 mln SKU","1,1 mln SKU","1,53 mln SKU",Jakóbczak,Maciej,,,,,,,,,,,,,,,,,,,
500,"Nazwa komety, którą widać jedynie raz na 76 lat z Ziemi to?",Kometa Halleya,‎Kometa Hale’a-Boppa,Kometa Cheseauxa,Wielka Kometa Marcowa,Marczyk ,Mirosław,,,,,,,,,,,,,,,,,,,
1000,Punktem przeciwnym do zenitu jest?,Nadir,południe,radio,prąd wsteczny,Marczyk ,Mirosław,,,,,,,,,,,,,,,,,,,
5000,Gromada otwarta na nieboskłonie północnym to?,Plejady,Mała Niedźwiedzica,Orion,Trójkąt Letni,Marczyk ,Mirosław,,,,,,,,,,,,,,,,,,,
10000,Jaka jest średnia odległość ziemi od słońca?,150 mln km,rok świetlny,milion mil lądowych,1 parsek,Marczyk ,Mirosław,,,,,,,,,,,,,,,,,,,
50000,Jak nazywa się najjaśniejsza gwiazda w gwiazdozbiorze Wolarza?,Arktur,Wega,Deneb,Rigel,Marczyk ,Mirosław,,,,,,,,,,,,,,,,,,,
100,"Jak się nazywała się Polka, która otrzymała nagrodę Nobla z fizyki i chemii ?",Maria Skłodowska ,Wanda Rutkiewicz,Agata Mróz – Olszewska,Joanna Krupa,Marczyk ,Mirosław,,,,,,,,,,,,,,,,,,,
200,Zero absolutne to:,-273 stopni Celsjusza,15 kelwinów,0 stopni Celsjusza,najniższa temperatura na Ziemi,Marczyk ,Mirosław,,,,,,,,,,,,,,,,,,,
500,"Ciało ze stanu stałego przeszło bezpośrednio w stan gazowy, mamy tu do czynienia z:",sublimacją,resublimacją,parowaniem,skraplaniem,Marczyk ,Mirosław,,,,,,,,,,,,,,,,,,,
1000,"Kolarz przejechał pierwsze 26 km w czasie 1 godziny, a następne 42 km w czasie 3 godz. Średnia prędkość kolarza wynosiła:",17km/h,18km/h,19km/h,20km/h,Marczyk ,Mirosław,,,,,,,,,,,,,,,,,,,
10000,Czyj pomnik znajduje się w Parku Śledzia w Łodzi?,Mojżesza,Juliana Tuwima,Mikołaja Kopernika,Józefa  Piłsudskiego,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
50000,Ile polskich obiektów znajduje się na liście UNESCO?  ,17,25,30,51,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
100,Który z filmów nie został nakręcony przez Patryka Vegę?,Katyń,Botoks,Pitbull,Pętla,Młynek,Jakub,,,,,,,,,,,,,,,,,,,
200,Z ilu ksiąg składa się 'Pan Tadeusz'?,z 12,z 11,z 10,z 13,Młynek,Jakub,,,,,,,,,,,,,,,,,,,
500,Kto jest najbardziej popularnym YouTuberem  w Polsce w 2022r pod względem ilości subskrypcji?,Blowek,Karol Friz Wiśniewski,reZigiusz,Stuu,Młynek,Jakub,,,,,,,,,,,,,,,,,,,
1000,Jaki kolor odczynu ma fenoloftaleina ?,różowy,czerwony,żółty,zielony,Młynek,Jakub,,,,,,,,,,,,,,,,,,,
5000,W którym roku odbyła się pierwsza gala FAME MMA?,w 2018,w 2019,w 2017,w 2016,Młynek,Jakub,,,,,,,,,,,,,,,,,,,
10000,Jakiego wzrostu jest najwyższy żyjący człowiek świata?,251 cm,250 cm,260 cm,245 cm,Młynek,Jakub,,,,,,,,,,,,,,,,,,,
50000,Jaki jest kod pocztowy na Zduńska Wola?,98-220,98-225,98-200,98-230,Młynek,Jakub,,,,,,,,,,,,,,,,,,,
200,W Singapurze na ulicy nie wolno ...:,żuć gumy,zaczepiać obcych,patrzeć się na kobiety,robić zdjęć,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
500,Które morze jest najmłodszym morzem świata?,Morze Bałtyckie,Morze Kaspijskie,Morze Północne,Morze Czarne,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
1000,Ile mięśni posiada człowiek?,ok. 650,ok. 600,ok. 700,ok. 920,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
5000,Jaka marka samochodowa zaczęła jako pierwsza montować wycieraczki szyb?,Cadillac,Ford,Daimler,Mercedes Benz,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
10000,W którym mieście znajduje się 51 parków?,w Poznaniu,w Warszawie,we Wrocławiu,w Łodzi,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
50000,Jaki jest najwyższy budynek w Warszawie?,Varso Tower,Pałac Kultury i Nauki,Warsow Trade Tower,Q22,Dudek,Dominika,,,,,,,,,,,,,,,,,,,
1000,Prezesem serwisu YouTube od 2014 roku jes ? ,Susan Wojcicki,Chad Hurley,Steve Chen,Jawed Karim,Łuczak,Michał,,,,,,,,,,,,,,,,,,,
5000,W którym roku rozpoczęła się wojna o niepodległość w Stanach Zjednoczonych ?,w 1775,w 1774,w 1773,w 1776,Łuczak,Michał,,,,,,,,,,,,,,,,,,,
50000,Obiektowy jezyk programowania to? ,Java,HTML ,CSS,Exel ,Łuczak,Michał,,,,,,,,,,,,,,,,,,,
200,Z jakiego kraju pochodzi najwięcej Noblistów?,z USA,z Polski,z Wielkiej Brytanii,z Francji,Miara,Zbigniew,,,,,,,,,,,,,,,,,,,
1000,"Kto wyreżesyrował film ""Gladiator"" z Russelem Crowe w roli głównej?",Ridley Scott,Andrzej Wajda,Christopher Nolan,Quentin Tarantino,Miara,Zbigniew,,,,,,,,,,,,,,,,,,,
200,Jakim kolorem oznaczamy plus w instalacjach na prąd stały?,czerwonym,zielonym,czerwono-czarnym,czarnym,Marciniak,Daniel,,,,,,,,,,,,,,,,,,,
5000,Jakie napięcie skuteczne możemy uzyskać w obwodzie trójfazowym dostarczenym przez dostawców na terenie Polski?,400V,325V,230V,690V,Marciniak,Daniel,,,,,,,,,,,,,,,,,,,
10000,Które urządzenie z wymienionych ma największą sprwność swietlną?,led,świetlówka,żarówka,halogen,Marciniak,Daniel,,,,,,,,,,,,,,,,,,,
50000,Ile procent prądu zamieniniane jest na energię cieplną w procesorze komputera?,więcej niż 99%,około 60%,30%,mniej niż 15%,Marciniak,Daniel,,,,,,,,,,,,,,,,,,,
100,"Kto wstrzymał Słońce, a ruszył Ziemię?",Mikołaj Kopernik,Neil Armostrong,Nostradamus,Mikołaj Rej,Jagieła,Łukasz,,,,,,,,,,,,,,,,,,,
200,Najlżejszym pierwiastkiem chemicznym jest..,wodór,hel,tlen,węgiel,Jagieła,Łukasz,,,,,,,,,,,,,,,,,,,
500,Która cecha jest recesywna?,jasne włosy,ciemne włosy,odstające uszy,piegi,Jagieła,Łukasz,,,,,,,,,,,,,,,,,,,
1000,W którym roku przeprowadzono pierwszą rozmowę telefoniczną?,w 1876,w 1875,w 1879,w 1888,Jagieła,Łukasz,,,,,,,,,,,,,,,,,,,
5000,Kto jest twórcą języka C++?,Bjarne Stroustrup,Guido van Rossum,James Gosling,Brendan Eich,Jagieła,Łukasz,,,,,,,,,,,,,,,,,,,
50000,W którym roku nastąpiło pierwsze rozdanie Nagrody Turinga?,w 1966,w 1969,w 1964,w 1970,Jagieła,Łukasz,,,,,,,,,,,,,,,,,,,
200,Kto napisał poemat Dziady?,Adam Mickiewicz,Juliusz Słowacki,Joseph Conrad,Ignacy Krasicki,Kociołek,Igor,,,,,,,,,,,,,,,,,,,
500,Po ilu latach rozpadł się Związek Socjalistycznych Republik Radzieckich?,po 69 latach,po 70 latach,po 68 latach,po 71 latach,Kociołek,Igor,,,,,,,,,,,,,,,,,,,
1000,Jak nazywał się naprawdę Bolesław Prus?,Aleksander Głowacki,Wiktor Rosiński,Bolesław Pruski,Stanisław Wyspiański,Kociołek,Igor,,,,,,,,,,,,,,,,,,,
5000,"Ile nakręcono odcinków serialu animowanego ""Kapitan Bomba'?",164,159,201,250,Kociołek,Igor,,,,,,,,,,,,,,,,,,,
10000,Jak nazywał się Unabomber?,Theodore Kaczynski,Barack Obama,Theodore Roosevelt,Joe Biden,Kociołek,Igor,,,,,,,,,,,,,,,,,,,
50000,W jakim mieście zmarł Mikołaj Kopernik?,Frombork,Toruń,Lublin,Elbląg,Kociołek,Igor,,,,,,,,,,,,,,,,,,,
100,W trakcie którego roku nauki Hermiona zrezygnowała z Wróżbistwa?,3,2,4,1,Leśniak,Adam,,,,,,,,,,,,,,,,,,,
200,Atrybutem jakiego greckiego boga jest trójząb?,Posejdona,Zeusa,Prometeusza,Ateny,Leśniak,Adam,,,,,,,,,,,,,,,,,,,
500,Które miasto w Polsce jest na drugim miejscu pod względem zaludnienia?,Kraków,Łódź,Sczecin,Katowice,Leśniak,Adam,,,,,,,,,,,,,,,,,,,
1000,Które z wymienionych państw powatało w wyniku rozpadu ZSRR?,Kazachstan,Irak,Iran,RFN,Leśniak,Adam,,,,,,,,,,,,,,,,,,,
